艰巨     37 0.0350668    
减租     37 0.0350668    
助企纾困     37 0.0350668    
企稳     37 0.0350668    
巡航     59 0.0227439    
国家统计局     37 0.0350668    
国际形势     37 0.0350668    
朱     37 0.0350668    
二季度     37 0.0701337    
探望     47 0.0300066    
降息     37 0.0350668    
规上     37 0.175334    
一季度     37 0.0350668    
逐季     37 0.0350668    
冲击     37 0.0701337    
比规上     37 0.0350668    
由负     37 0.105201    
扭住     42 0.0430282    
稳健     37 0.0350668    
统计师     37 0.0350668    
继     51 0.0491841    37 0.0314134    
抱     59 0.0227439    
虹     37 0.0350668    
规     37 0.0350668    
门类     37 0.0350668    
面为     37 0.0350668    
义     50 0.204088    
第一线     36 0.0655776    
总理     36 0.0655776    
抓细     36 0.0655776    
实地     36 0.0655776    
保供     47 0.0493246    45 0.0356216    36 0.053898    
轮轴     39 0.20731    
北务     36 0.0655776    
鹤     36 0.131155    
委员     36 0.0655776    
公铁     36 0.0655776    
京平     36 0.0655776    
干部职工     36 0.0655776    
朝阳     36 0.0655776    
来到     36 0.0655776    
科学分析     36 0.0655776    
硬     36 0.0655776    
首都机场     36 0.0655776    
混采     35 0.051774    
换价     35 0.051774    
并举     35 0.051774    
持有     35 0.051774    
试剂     35 0.103548    
消毒剂     43 0.0850005    
公立医院     35 0.051774    
发热     35 0.051774    
尽力     35 0.051774    
多措     35 0.051774    
味觉     35 0.051774    
自愿     35 0.051774    
降低生产     35 0.051774    
拼     34 0.0348722    
拖移     34 0.0348722    
执勤     34 0.0348722    
店主     34 0.0697445    
北京地铁     46 0.0308948    
收购     34 0.0348722    
揽客     34 0.0348722    
百年一遇     44 0.0458596    
伪劣产品     34 0.0348722    
身份     39 0.0129569    
集     34 0.0348722    
存储     49 0.0631169    34 0.0312391    
扣     40 0.0578251    
分行业     37 0.0350668    
城管     34 0.0348722    
主任委员     46 0.0308948    
团伙     34 0.0348722    
商务     34 0.0348722    
查获     34 0.0348722    
改装     34 0.0348722    
并排     34 0.0348722    
总干事     52 0.0306615    
从京外     34 0.0348722    
非法     40 0.103601    34 0.156196    
大红门     34 0.0348722    
四轮     34 0.0348722    
刑事拘留     34 0.139489    
伪劣     34 0.244106    
三轮车     34 0.139489    
第二轮     34 0.0697445    
占压     34 0.0348722    
流入     34 0.0348722    
刑侦     34 0.0697445    
一共     34 0.0348722    
两辆     34 0.0697445    
断     34 0.0348722    
交代     40 0.0518007    34 0.0312391    
堵塞     34 0.0348722    
余辆     34 0.0348722    
公安分局     34 0.0697445    
公安机关     34 0.0348722    
残疾人     56 0.0476421    47 0.0246623    34 0.0286614    
犯罪     34 0.0697445    
犯罪团伙     34 0.0348722    
环路     34 0.0348722    
警方     40 0.0518007    34 0.0937174    
逆向行驶     34 0.0697445    
雇人     34 0.0348722    
有利条件     33 0.102804    
日晚     33 0.102804    
少华     33 0.102804    
孔     51 0.0451256    39 0.0212985    33 0.0844944    
设站     46 0.0308948    
塞省     33 0.102804    
中铁二局     33 0.102804    
架通     33 0.102804    
华楠     33 0.102804    
乌     33 0.102804    
边境     33 0.102804    
南至     33 0.102804    
帮人     40 0.0578251    
圆满     33 0.102804    
老中     33 0.102804    
运架     33 0.102804    
数百亩     57 0.0161288    
老     57 0.0132562    33 0.253483    32 0.0160011    
不锈钢     32 0.0194685    
帮扶     47 0.0300066    
抓取     39 0.0129569    
赢得     32 0.0973423    
摩擦力     32 0.0194685    
转向架     32 0.0194685    
简化     54 0.0352834    
牙齿     32 0.0194685    
金属材料     32 0.0194685    
牧马人     55 0.197839    
打滑     32 0.0194685    
总数     32 0.0194685    
赋能     52 0.0306615    
德累斯顿     32 0.0194685    
迄今为止     32 0.0194685    
由此     57 0.0161288    
强以     32 0.0194685    
有限     32 0.0194685    
减小     32 0.0194685    
抗寒     32 0.0194685    
中国消费者协会     57 0.0161288    
巴西     56 0.0519269    32 0.0348803    
巨龙     32 0.0194685    
关节     32 0.0194685    
威奥     32 0.0194685    
元器件     42 0.0385453    32 0.0174402    
出入口     46 0.0308948    
冠状病毒     53 0.0573424    35 0.04638    
堪称     32 0.0194685    
配件     57 0.0577936    32 0.0174402    
城轨     32 0.0584054    
股份公司     32 0.0389369    
庞巴迪     32 0.0194685    
圣保罗     32 0.0194685    
四天     32 0.0194685    
供货     32 0.0194685    
供排水     32 0.0194685    
余家     32 0.0194685    
以中车     32 0.0194685    
低温     32 0.0584054    
中老     33 0.276281    32 0.0174402    
耐低温     32 0.0194685    
一员     32 0.0194685    
佼佼者     32 0.0194685    
多人     32 0.0194685    
维保     32 0.0584054    
℃     32 0.0389369    
三列     32 0.0194685    
智库     32 0.0194685    
棉     32 0.0194685    
业     45 0.0776506    32 0.0174402    
合金     32 0.0194685    
占到     32 0.0194685    
顶尖     32 0.0194685    
约定     57 0.0161288    
下以     32 0.0194685    
crh     32 0.0194685    
克服     52 0.0274671    32 0.0174402    
出海     32 0.0194685    
印度尼西亚     32 0.0194685    
管路     32 0.0194685    
防寒     32 0.0194685    
内燃     32 0.0389369    
勇士     32 0.0194685    
阿拉米     32 0.0194685    
欧     50 0.182826    32 0.0174402    
水管     32 0.0194685    
汇聚     32 0.0194685    
炼成     32 0.0194685    
盘     32 0.0194685    
车辆段     39 0.414621    
科研     32 0.0194685    
科研机构     32 0.0194685    
策源地     32 0.0194685    
签署     32 0.0778738    
箱体     32 0.0194685    
紧抓     32 0.0194685    
联合体     32 0.0194685    
聚集地     32 0.0194685    
脆裂     32 0.0389369    
脚     32 0.0194685    
血管     32 0.0194685    
蒂森     32 0.0194685    
蓄势待发     32 0.0194685    
试跑     32 0.0194685    
诞生     32 0.0194685    
车下     32 0.0194685    
大病     57 0.0161288    
车轮     39 0.417852    32 0.0523205    
首列     32 0.0778738    
防冻     32 0.0194685    
防抱死     32 0.0194685    
靓丽     32 0.0389369    
秩序井然     31 0.128885    
做起     31 0.128885    
张子健     31 0.128885    
京开     31 0.257769    
定时     31 0.128885    
卡已     31 0.128885    
您好     31 0.128885    
专家组     30 0.0480223    
筹措     30 0.0480223    
建设项目     30 0.0960446    
简约     30 0.0480223    
排列     32 0.0194685    
组建     52 0.0504012    32 0.0320021    30 0.118408    
支线     30 0.0480223    
届     30 0.0480223    
严打     40 0.0578251    
冬     30 0.0480223    
城市交通     54 0.0269763    53 0.0489405    38 0.177572    30 0.0367159    
合理布局     46 0.0308948    
奥组委     30 0.0480223    
赛     30 0.0480223    
精彩     44 0.0410818    30 0.0430192    
合力     30 0.0480223    
冬奥会     30 0.288134    
维奇     50 0.204088    
崇礼     30 0.0480223    
延崇     30 0.0960446    
他于     34 0.0348722    
小组     46 0.027676    30 0.129058    
环境保护     46 0.0308948    
服务设施     30 0.0480223    
兴延     30 0.0480223    
闻名     51 0.0549042    
延     30 0.0480223    
赛事     30 0.0480223    
总队     34 0.0697445    
赛会     30 0.0480223    
领导     30 0.0480223    
领导小组     30 0.0480223    
高速路     34 0.0312391    30 0.0430192    
召     13 0.0936034    
刘志强     13 0.0936034    
车体     32 0.0194685    
代为     13 0.0936034    
谱系     32 0.0194685    
助老     54 0.284467    13 0.0838514    
起点     13 0.0936034    
拨打     13 0.0936034    
真实     57 0.0161288    
监管部门     57 0.0144484    48 0.0207257    
呼唤     42 0.0430282    
当面     13 0.0936034    
应向     12 0.0488247    
救助金     52 0.0306615    
虚报     12 0.0488247    
隐瞒事实     12 0.0488247    
相当于     59 0.0203743    12 0.087476    
管理法     12 0.0488247    
惩罚性     12 0.0488247    
制造厂商     12 0.0488247    
国土     12 0.0976495    
废气     12 0.0488247    
宝马     59 0.0186931    52 0.0756018    12 0.160516    
力     46 0.027676    44 0.0410818    
冷却器     12 0.0488247    
人员伤亡     12 0.0488247    
调查报告     12 0.0488247    
蒙受损失     12 0.0488247    
义务     45 0.0388253    12 0.043738    
不予     12 0.0488247    
数十起     12 0.0488247    
柴油发动机     12 0.0488247    
韩国政府     12 0.0976495    
首尔     12 0.0488247    
相册     11 0.111205    
整修     11 0.222411    
严寒     51 0.0491841    11 0.199239    
寒潮     11 0.222411    
南昌     11 0.111205    
降至     11 0.111205    
伊始     11 0.111205    
暖心     11 0.111205    
安心     57 0.0115758    47 0.0215361    45 0.0311062    38 0.0555637    11 0.0798135    
代办     40 0.103601    11 0.0996196    
充分调动     11 0.111205    
关键部位     11 0.111205    
胡     31 0.115457    11 0.0996196    
职工     47 0.0246623    45 0.0356216    11 0.0913993    
视觉     11 0.111205    
驻守     11 0.111205    
证券     10 0.0516645    
工作难度     36 0.0655776    
高伟     10 0.0516645    
座舱     10 0.0516645    
弗里     10 0.0516645    
造车     52 0.0504012    44 0.0376919    10 0.169852    
孵化     10 0.0516645    
深     51 0.0491841    10 0.0462819    
三季度     37 0.105201    
收盘     10 0.0516645    
多算     48 0.0462722    
陆续     59 0.0163236    51 0.0394054    56 0.041603    30 0.0344662    10 0.0370803    
期内     10 0.0516645    
业绩     10 0.154994    
受此     10 0.0516645    
五家     10 0.0516645    
经历     57 0.0144484    10 0.0462819    
势力     44 0.123245    10 0.185128    
前沿     10 0.0516645    
摸清     45 0.0433407    
上市公司     10 0.0516645    
涨     10 0.258323    
师生     47 0.0600132    
服     10 0.0516645    
江淮     10 0.0516645    
化大     10 0.0516645    
超快     10 0.0516645    
下跌     10 0.103329    
板块     37 0.0314134    10 0.277692    
毛利率     10 0.0516645    
涨超     10 0.0516645    
看好     10 0.0516645    
短期     10 0.0516645    
销售额     12 0.0488247    
翻番     10 0.0516645    
第六个     10 0.0516645    
经营性     10 0.0516645    
蒙特     10 0.0516645    
进展     33 0.0786    30 0.0734319    49 0.0538689    10 0.0395006    
销     10 0.0516645    
面上     10 0.0516645    
领头羊     10 0.0516645    
补客     9 0.0671854    
特长     57 0.0161288    
蒙西     9 0.0671854    
太原     9 0.0671854    
基建     37 0.0350668    
电煤     9 0.134371    
武汉     9 0.0671854    
瓦     9 0.134371    
电厂     9 0.0671854    
主打     9 0.134371    
晋煤     9 0.0671854    
天数     9 0.0671854    
以货     9 0.0671854    
大秦     9 0.0671854    
外运     9 0.134371    
增运     9 0.0671854    
运量     9 0.403113    
集疏运     53 0.0573424    9 0.0601858    
f     8 0.112316    
一片     33 0.0920937    8 0.100614    
甬     8 0.112316    
高架     48 0.0231361    
舟     8 0.561578    
长白     8 0.112316    
